concessionaria,ano_do_pnv_snv,tipo_de_radar,rodovia,uf,km_m,municipio,tipo_pista,sentido,situacao,data_da_inativacao,latitude,longitude,velocidade_leve
MSVIA,2014,Controlador,BR-163,MS,"419,867","Campo Grande",Principal,Crescente/Decrescente,Ativo,,"-20,992356","-54,506691",60
MSVIA,2014,Controlador,BR-163,MS,"255,795",Dourados,Principal,Crescente,Ativo,,"-22,260629","-54,804010",60
MSVIA,2014,Controlador,BR-163,MS,"257,955",Dourados,Principal,Crescente,Ativo,,"-22,258910","-54,784360",60
MSVIA,2014,Controlador,BR-163,MS,"258,465",Dourados,Principal,Decrescente,Ativo,,"-22,256869","-54,780059",60
MSVIA,2014,Controlador,BR-163,MS,"649,060","São Gabriel do Oeste",Principal,Crescente/Decrescente,Ativo,,"-19,162196","-54,759399",100
MSVIA,2014,Controlador,BR-163,MS,"421,496","Campo Grande",Principal,Crescente/Decrescente,Ativo,,"-20,977801","-54,504827",60
MSVIA,2014,Controlador,BR-163,MS,"5,178","Mundo Novo",Principal,Crescente/Decrescente,Ativo,,"-24,010380","-54,305270",60
MSVIA,2014,Controlador,BR-163,MS,"728,974",Coxim,Principal,Crescente/Decrescente,Ativo,,"-18,514410","-54,737190",60
MSVIA,2014,Redutor,BR-163,MS,"527,000",Jaraguari,Principal,Crescente/Decrescente,Ativo,,"-20,097495","-54,437731",40
MSVIA,2014,Redutor,BR-163,MS,"548,800",Bandeirantes,Principal,Crescente/Decrescente,Ativo,,"-19,914738","-54,369697",40
MSVIA,2014,Redutor,BR-163,MS,"548,412",Bandeirantes,Principal,Crescente/Decrescente,Ativo,,"-19,918343","-54,368549",40
MSVIA,2014,Redutor,BR-163,MS,"615,500","São Gabriel do Oeste",Principal,Crescente/Decrescente,Ativo,,"-19,344893","-54,571672",40
MSVIA,2014,Redutor,BR-163,MS,"730,266",Coxim,Principal,Crescente/Decrescente,Ativo,,"-18,503050","-54,733521",40
MSVIA,2014,Redutor,BR-163,MS,"680,433","Rio Verde de Mato Grosso",Principal,Crescente/Decrescente,Ativo,,"-18,916170","-54,838502",40
MSVIA,2014,Redutor,BR-163,MS,"526,427",Jaraguari,Principal,Crescente/Decrescente,Ativo,,"-20,102584","-54,439999",40
MSVIA,2014,Redutor,BR-163,MS,"614,172","São Gabriel do Oeste",Principal,Crescente/Decrescente,Ativo,,"-19,400625","-54,564441",40
MSVIA,2014,Controlador,BR-163,MS,"575,313",Bandeirantes,Principal,Crescente/Decrescente,Ativo,,"-19,679549","-54,350239",60
MSVIA,2014,Controlador,BR-163,MS,"254,015",Dourados,Principal,Decrescente,Ativo,,"-22,271670","-54,816490",60
MSVIA,2014,Redutor,BR-163,MS,"18,536","Mundo Novo",Principal,Crescente/Decrescente,Ativo,,"-23,938400","-54,281068",40
MSVIA,2014,Redutor,BR-163,MS,"265,824",Dourados,Principal,Crescente/Decrescente,Ativo,,"-22,219275","-54,723943",40
MSVIA,2014,Redutor,BR-163,MS,"420,485","Campo Grande",Principal,Crescente/Decrescente,Ativo,,"-20,986567","-54,506009",40
MSVIA,2014,Controlador,BR-163,MS,"17,596","Mundo Novo",Principal,Crescente/Decrescente,Ativo,,"-23,945640","-54,283659",40
MSVIA,2014,Controlador,BR-163,MS,"487,480","Campo Grande",Principal,Crescente/Decrescente,Ativo,,"-20,420040","-54,546540",60
MSVIA,2014,Controlador,BR-163,MS,"616,568","São Gabriel do Oeste",Principal,Crescente/Decrescente,Ativo,,"-19,382070","-54,576070",60
MSVIA,2014,Redutor,BR-163,MS,"617,700","São Gabriel do Oeste",Principal,Crescente/Decrescente,Ativo,,"-19,373270","-54,581459",60
MSVIA,2014,Controlador,BR-163,MS,"547,428",Bandeirantes,Principal,Crescente/Decrescente,Ativo,,"-19,927050","-54,366100",60
MSVIA,2014,Controlador,BR-163,MS,"218,090",Caarapó,Principal,Crescente/Decrescente,Ativo,,"-22,553860","-54,833060",100
MSVIA,2014,Controlador,BR-163,MS,"767,667",Coxim,Principal,Crescente/Decrescente,Ativo,,"-18,185810","-54,654660",60
MSVIA,2014,Controlador,BR-163,MS,"491,800","Campo Grande",Principal,Decrescente,Ativo,,"-20,387280","-54,548010",60
MSVIA,2014,Controlador,BR-163,MS,"493,276","Campo Grande",Principal,Crescente/Decrescente,Ativo,,"-20,378370","-54,538020",100
"RODOVIA DO AÇO",2016,Controlador,BR-393,RJ,"274,350","Barra do Piraí",Principal,Decrescente,Ativo,,"-22,474864","-43,995843",60
"RODOVIA DO AÇO",2016,Controlador,BR-393,RJ,"243,500",Vassouras,Principal,Decrescente,Ativo,,"-22,431002","-43,740140",60
"RODOVIA DO AÇO",2016,Controlador,BR-393,RJ,"238,950",Vassouras,Principal,Crescente,Ativo,,"-22,430588","-43,700519",60
"RODOVIA DO AÇO",2016,Controlador,BR-393,RJ,"237,000",Vassouras,Principal,Decrescente,Ativo,,"-22,420001","-43,684734",60
"RODOVIA DO AÇO",2016,Controlador,BR-393,RJ,"236,600",Vassouras,Principal,Decrescente,Ativo,,"-22,417588","-43,681278",60
"RODOVIA DO AÇO",2016,Controlador,BR-393,RJ,"175,500","Três Rios",Principal,Crescente,Ativo,,"-22,124125","-43,230130",40
"RODOVIA DO AÇO",2016,Controlador,BR-393,RJ,"157,350","Três Rios",Principal,Crescente,Ativo,,"-22,101572","-43,094385",40
"RODOVIA DO AÇO",2016,Controlador,BR-393,RJ,"143,700",Sapucaia,Principal,Decrescente,Ativo,,"-22,046359","-43,000731",60
"RODOVIA DO AÇO",2016,Controlador,BR-393,RJ,"104,000",Sapucaia,Principal,Decrescente,Ativo,,"-21,880719","-42,684383",60
"RODOVIA DO AÇO",2016,Controlador,BR-393,RJ,"103,450",Sapucaia,Principal,Crescente,Ativo,,"-21,879046","-42,679691",60
"RODOVIA DO AÇO",2016,Controlador,BR-393,RJ,"232,250",Vassouras,Principal,Crescente,Ativo,,"-22,392608","-43,652209",40
"RODOVIA DO AÇO",2016,Controlador,BR-393,RJ,"232,330",Vassouras,Principal,Decrescente,Ativo,,"-22,392345","-43,652073",40
TRANSBRASILIANA,2015,Controlador,BR-153,SP,"89,000",Jaci,Principal,Decrescente,Ativo,,"-20,955867","-49,555030",80
TRANSBRASILIANA,2015,Controlador,BR-153,SP,"62,000","São José do Rio Preto",Principal,Decrescente,Ativo,,"-20,812398","-49,356655",80
TRANSBRASILIANA,2015,Controlador,BR-153,SP,"60,000","São José do Rio Preto",Principal,Crescente,Ativo,,"-20,797253","-49,355186",80
TRANSBRASILIANA,2015,Controlador,BR-153,SP,"30,000","Nova Granada",Principal,Decrescente,Ativo,,"-20,542967","-49,330419",60
"VIA 040",2010,Controlador,BR-40,MG,"543,200","Belo Horizonte",Principal,Crescente,Ativo,,"-19,995968","-43,961251",110
"VIA 040",2010,Controlador,BR-40,MG,"540,500","Belo Horizonte",Principal,Crescente,Ativo,,"-19,983673","-43,982115",80
"VIA 040",2010,Controlador,BR-40,MG,"540,500","Belo Horizonte",Principal,Decrescente,Ativo,,"-19,983881","-43,981234",70
"VIA 040",2010,Controlador,BR-40,MG,"539,000","Belo Horizonte",Principal,Crescente,Ativo,,"-19,973105","-43,989851",70
"VIA 040",2010,Controlador,BR-40,MG,"538,200","Belo Horizonte",Principal,Crescente,Ativo,,"-19,968113","-43,994641",70
"VIA 040",2010,Controlador,BR-40,MG,"537,500","Belo Horizonte",Principal,Crescente,Ativo,,"-19,963001","-43,999243",80
"VIA 040",2010,Controlador,BR-40,MG,"535,900","Belo Horizonte",Principal,Decrescente,Ativo,,"-19,952277","-44,007077",70
"VIA 040",2010,Controlador,BR-40,MG,"535,170","Belo Horizonte",Principal,Crescente,Ativo,,"-19,945329","-44,008193",80
"VIA 040",2010,Controlador,BR-40,MG,"534,250","Belo Horizonte",Principal,Decrescente,Ativo,,"-19,936574","-44,007507",70
"VIA 040",2010,Controlador,BR-40,MG,"534,000","Belo Horizonte",Principal,Crescente,Ativo,,"-19,934738","-44,007665",110
"VIA 040",2010,Controlador,BR-40,MG,"531,800","Belo Horizonte",Principal,Crescente,Ativo,,"-19,923580","-44,017749",110
"VIA 040",2010,Controlador,BR-40,MG,"531,220","Belo Horizonte",Principal,Decrescente,Ativo,,"-19,922010","-44,022183",110
"VIA 040",2010,Controlador,BR-40,MG,"530,300",Contagem,Principal,Crescente,Ativo,,"-19,919257","-44,030989",110
"VIA 040",2010,Controlador,BR-40,MG,"529,100",Contagem,Principal,Crescente,Ativo,,"-19,918180","-44,039531",110
"VIA 040",2010,Controlador,BR-40,MG,"527,200",Contagem,Principal,Decrescente,Ativo,,"-19,904001","-44,048680",110
"VIA 040",2010,Controlador,BR-40,MG,"525,900",Contagem,Principal,Decrescente,Ativo,,"-19,893179","-44,049811",110
"VIA 040",2010,Controlador,BR-40,GO,"12,800",Luziânia,Principal,Decrescente,Ativo,,"-16,151776","-47,938900",80
"VIA 040",2010,Controlador,BR-40,GO,"11,900",Luziânia,Principal,Crescente,Ativo,,"-16,144233","-47,946132",80
"VIA 040",2010,Controlador,BR-40,DF,"4,700",Brasília,Principal,Decrescente,Ativo,,"-16,018344","-47,980934",80
"VIA 040",2010,Controlador,BR-40,DF,"2,000",Brasília,Principal,Crescente,Ativo,,"-15,994078","-47,986100",80
"VIA BAHIA",2003,Controlador,BR-116,BA,"909,980","Cândido Sales",Principal,Decrescente,Ativo,,"-15,515277","-41,238138",40
"VIA BAHIA",2003,Controlador,BR-116,BA,"909,600","Cândido Sales",Principal,Crescente,Ativo,,"-15,512388","-41,236805",40
"VIA BAHIA",2003,Controlador,BR-116,BA,"828,220","Vitória da Conquista",Principal,Crescente,Ativo,,"-14,895388","-40,865250",40
"VIA BAHIA",2003,Controlador,BR-116,BA,"818,995","Vitória da Conquista",Principal,Decrescente,Ativo,,"-14,828666","-40,828111",60
"VIA BAHIA",2003,Controlador,BR-116,BA,"817,580","Vitória da Conquista",Principal,Crescente,Ativo,,"-14,822305","-40,816194",60
"VIA BAHIA",2003,Controlador,BR-116,BA,"674,480",Jequié,Principal,Decrescente,Ativo,,"-13,871750","-40,115361",60
"VIA BAHIA",2003,Controlador,BR-116,BA,"673,800",Jequié,Principal,Crescente,Ativo,,"-13,867111","-40,112888",60
"VIA BAHIA",2003,Controlador,BR-324,BA,"570,800","São Sebastião do Passé",Principal,Decrescente,Ativo,,"-12,556944","-38,566166",100
"VIA BAHIA",2003,Controlador,BR-324,BA,"584,400",Candeias,Principal,Crescente,Ativo,,"-12,635750","-38,478222",100
"VIA BAHIA",2003,Controlador,BR-324,BA,"611,400","Simões Filho",Principal,Crescente,Ativo,,"-12,851250","-38,419138",100
"VIA BAHIA",2003,Controlador,BR-324,BA,"613,850",Salvador,Principal,Decrescente,Ativo,,"-12,871388","-38,426805",100
"VIA BAHIA",2003,Controlador,BR-324,BA,"617,200",Salvador,Principal,Crescente,Ativo,,"-12,893398","-38,447182",80
"VIA BAHIA",2003,Controlador,BR-324,BA,"619,525",Salvador,Principal,Decrescente,Ativo,,"-12,910000","-38,458361",80
"VIA BAHIA",2003,Controlador,BR-324,BA,"619,705",Salvador,Principal,Crescente,Ativo,,"-12,911833","-38,459222",80
"VIA BAHIA",2003,Controlador,BR-324,BA,"620,900",Salvador,Principal,Decrescente,Ativo,,"-12,920222","-38,493916",80
"VIA BAHIA",2003,Controlador,BR-324,BA,"622,020",Salvador,Principal,Crescente,Ativo,,"-12,929444","-38,469583",80
"VIA BAHIA",2003,Controlador,BR-324,BA,"625,050",Salvador,Principal,Crescente,Ativo,,"-12,954695","-38,471467",80
"VIA BAHIA",2003,Controlador,BR-324,BA,"522,601","Feira de Santana",Principal,Crescente,Ativo,,"-12,297527","-38,902333",60
"VIA BAHIA",2003,Controlador,BR-324,BA,"523,529","Feira de Santana",Principal,Decrescente,Ativo,,"-12,297527","-38,902333",60
"VIA BAHIA",2003,Controlador,BR-324,BA,"526,451","Feira de Santana",Principal,Crescente,Ativo,,"-12,318083","-38,875166",60
"VIA BAHIA",2003,Controlador,BR-324,BA,"613,851",Salvador,Principal,Decrescente,Ativo,,"-12,871388","-38,426805",100
"VIA BAHIA",2003,Redutor,BR-324,BA,"613,771",Salvador,Principal,Crescente,Ativo,,"-12,870888","-38,426805",100
"VIA BAHIA",2003,Controlador,BR-324,BA,"536,551","Conceição do Jacuípe",Principal,Crescente,Ativo,,"-12,375500","-38,805500",60
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"259,700","Paulo Lopes",Principal,Crescente,Ativo,,"-28,020139","-48,698833",80
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"264,600",Garopaba,Principal,Decrescente,Ativo,,"-28,059667","-48,716944",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"255,600","Paulo Lopes",Principal,Decrescente,Ativo,,"-27,990306","-48,680028",80
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"252,400","Paulo Lopes",Principal,Decrescente,Ativo,,"-27,961722","-48,679278",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"275,900",Imbituba,Principal,Crescente,Ativo,,"-28,157222","-48,692972",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"277,300",Imbituba,Principal,Crescente,Ativo,,"-28,170194","-48,694306",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"287,100",Imbituba,Principal,Crescente,Ativo,,"-28,257278","-48,704083",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"277,300",Imbituba,Principal,Decrescente,Ativo,,"-28,170194","-48,694306",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"304,000",Laguna,Principal,Decrescente,Ativo,,"-28,388028","-48,774389",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"289,500",Imbituba,Principal,Decrescente,Ativo,,"-28,278111","-48,700250",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"334,700",Tubarão,Principal,Crescente,Ativo,,"-28,473194","-49,024667",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"334,900",Tubarão,Principal,Decrescente,Ativo,,"-28,474528","-49,026389",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"325,400","Capivari de Baixo",Principal,Decrescente,Ativo,,"-28,428611","-48,948917",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"324,900","Capivari de Baixo",Principal,Decrescente,Ativo,,"-28,426083","-48,944472",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"318,400","Pescaria Brava",Principal,Decrescente,Ativo,,"-28,428306","-48,881194",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"360,600",Sangão,Principal,Crescente,Ativo,,"-28,669472","-49,120139",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"367,500",Sangão,Principal,Decrescente,Ativo,,"-28,697694","-49,181528",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"363,400",Sangão,Principal,Crescente,Ativo,,"-28,681222","-49,144361",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"361,900",Sangão,Principal,Decrescente,Ativo,,"-28,676472","-49,130083",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"252,000","Paulo Lopes",Principal,Crescente,Ativo,,"-27,958250","-48,678000",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"269,032",Imbituba,Principal,Decrescente,Ativo,,"-28,097500","-48,705667",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"324,000","Pescaria Brava",Principal,Crescente,Ativo,,"-28,424583","-48,935806",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"336,800",Tubarão,Principal,Decrescente,Ativo,,"-28,486889","-49,038056",80
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"347,280",Jaguaruna,Principal,Crescente,Ativo,,"-28,577361","-49,085778",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"347,840",Jaguaruna,Principal,Decrescente,Ativo,,"-28,582194","-49,050361",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"355,300",Sangão,Principal,Crescente,Ativo,,"-28,630889","-49,089667",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"371,900",Içara,Principal,Decrescente,Ativo,,"-28,714556","-49,221417",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"373,000",Içara,Principal,Crescente,Ativo,,"-28,717139","-49,232194",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"387,700",Içara,Principal,Decrescente,Ativo,,"-28,793556","-49,351972",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"391,940",Criciúma,Principal,Crescente,Ativo,,"-28,813111","-49,389139",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"400,700",Maracajá,Principal,Crescente,Ativo,,"-28,869556","-49,450889",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"407,500",Araranguá,Principal,Decrescente,Ativo,,"-28,920083","-49,490417",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"410,800",Araranguá,Principal,Crescente,Ativo,,"-28,934750","-49,518167",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"411,000",Araranguá,Principal,Decrescente,Ativo,,"-28,936222","-49,519306",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"412,200",Araranguá,Principal,Crescente,Ativo,,"-28,944000","-49,527806",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"412,200",Araranguá,Principal,Decrescente,Ativo,,"-28,944000","-49,527806",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"416,000",Araranguá,Principal,Crescente,Ativo,,"-28,972333","-49,528861",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"416,000",Araranguá,Principal,Decrescente,Ativo,,"-28,972333","-49,528861",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"432,500",Sombrio,Principal,Crescente,Ativo,,"-29,084694","-49,630556",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"432,500",Sombrio,Principal,Decrescente,Ativo,,"-29,084694","-49,630556",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"445,600","Santa Rosa do Sul",Principal,Crescente,Ativo,,"-29,148556","-49,724806",110
"VIA COSTEIRA",2020,Controlador,BR-101,SC,"445,600","Santa Rosa do Sul",Principal,Decrescente,Ativo,,"-29,148556","-49,724806",110
"VIA SUL",2019,Controlador,BR-290,RS,"10,000",Osório,Principal,Crescente,Ativo,,"-29,891524","-50,374100",110
"VIA SUL",2019,Controlador,BR-290,RS,"10,001",Osório,Principal,Crescente,Ativo,,"-29,891572","-50,374095",110
"VIA SUL",2019,Controlador,BR-290,RS,"31,000","Santo Antônio da Patrulha",Principal,Crescente,Ativo,,"-29,884016","-50,565478",110
"VIA SUL",2019,Controlador,BR-290,RS,"31,001","Santo Antônio da Patrulha",Principal,Crescente,Ativo,,"-29,884067","-50,565498",110
"VIA SUL",2019,Controlador,BR-290,RS,"70,900",Gravataí,Principal,Crescente,Ativo,,"-29,951371","-50,965540",110
"VIA SUL",2019,Controlador,BR-290,RS,"70,901",Gravataí,Principal,Crescente,Ativo,,"-29,951409","-50,965520",110
"VIA SUL",2019,Controlador,BR-290,RS,"91,000","Porto Alegre",Principal,Crescente,Ativo,,"-29,968781","-51,167917",100
"VIA SUL",2019,Controlador,BR-290,RS,"92,500","Porto Alegre",Principal,Decrescente,Ativo,,"-29,971188","-51,182885",100
"VIA SUL",2019,Controlador,BR-448,RS,"4,100",Esteio,Principal,Crescente,Ativo,,"-29,845924","-51,203898",100
"VIA SUL",2019,Controlador,BR-448,RS,"4,101",Esteio,Principal,Crescente,Ativo,,"-29,846137","-51,203835",100
"VIA SUL",2019,Controlador,BR-386,RS,"415,126",Montenegro,Principal,Decrescente,Ativo,,"-29,818095","-51,470924",100
"VIA SUL",2019,Controlador,BR-386,RS,"415,127",Montenegro,Principal,Decrescente,Ativo,,"-29,817980","-51,470985",100
"VIA SUL",2019,Controlador,BR-101,RS,"57,600",Maquiné,Principal,Crescente,Ativo,,"-29,662472","-50,133248",100
"VIA SUL",2019,Controlador,BR-101,RS,"71,800",Osório,Principal,Crescente,Ativo,,"-29,761297","-50,217864",100
"VIA SUL",2019,Redutor,BR-101,RS,"86,200",Osório,Principal,Crescente,Ativo,,"-29,879663","-50,261308",80
"VIA SUL",2019,Controlador,BR-101,RS,"4,700",Torres,Principal,Crescente,Ativo,,"-29,337014","-49,785164",100
"VIA SUL",2019,Controlador,BR-101,RS,"15,500","Dom Pedro de Alcântara",Principal,Crescente,Ativo,,"-29,410162","-49,857806",100
"VIA SUL",2019,Controlador,BR-386,RS,"443,000",Canoas,Principal,Crescente,Ativo,,"-29,889403","-51,212150",100
"VIA SUL",2019,Redutor,BR-386,RS,"434,600","Nova Santa Rita",Principal,Crescente,Ativo,,"-29,846361","-51,276471",60
"VIA SUL",2019,Controlador,BR-386,RS,"405,300",Montenegro,Principal,Decrescente,Ativo,,"-29,780227","-51,552887",100
"VIA SUL",2019,Redutor,BR-386,RS,"388,000",Triunfo,Principal,Crescente,Ativo,,"-29,695129","-51,693235",60
"VIA SUL",2019,Controlador,BR-386,RS,"367,400","Fazenda Vilanova",Principal,Crescente,Ativo,,"-29,581164","-51,841074",100
"VIA SUL",2019,Controlador,BR-386,RS,"305,000","Pouso Novo",Principal,Crescente,Ativo,,"-29,189548","-52,188429",60
"VIA SUL",2019,Redutor,BR-386,RS,"270,800","Fontoura Xavier",Principal,Decrescente,Ativo,,"-28,978289","-52,367937",60
"VIA SUL",2019,Controlador,BR-386,RS,"245,200",Soledade,Principal,Decrescente,Ativo,,"-28,803798","-52,507508",60
